date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2025-10-31,6770,197455702,6322395344,32.95,33.0,31.5,31.5,-1.55,84549
2025-11-03,6770,235952795,7371101143,31.85,32.45,30.1,30.1,-1.4,87177
2025-11-04,6770,177475714,5266637860,30.3,30.65,29.0,29.05,-1.05,66307
2025-11-05,6770,176872426,5170800597,28.0,30.15,27.9,29.95,0.9,57781
2025-11-06,6770,209909996,6499879341,30.65,31.5,30.15,31.25,1.3,75300
2025-11-07,6770,121062501,3718215296,30.8,31.35,30.2,30.55,-0.7,53290
2025-11-10,6770,233705451,7322729944,30.95,32.1,30.0,31.55,1.0,78998
2025-11-11,6770,529164465,17400318535,31.85,34.4,31.5,33.2,1.65,180276
2025-11-12,6770,499495620,17621987119,33.45,36.5,32.75,36.5,3.3,162562
2025-11-13,6770,617710393,22457662928,36.9,37.75,34.8,35.65,-0.85,210987
2025-11-14,6770,248325964,8496322839,33.8,35.3,33.0,34.15,-1.5,87058
2025-11-17,6770,265534847,9376527256,35.85,36.65,34.2,35.0,0.85,84378
2025-11-18,6770,467809288,16747407658,34.8,37.0,34.55,35.9,0.9,176953
2025-11-19,6770,519343046,18992716770,35.5,38.45,34.95,35.35,-0.55,220837
2025-11-20,6770,497717420,17752250609,36.85,37.55,33.45,35.4,0.05,197337
2025-11-21,6770,271984541,8975079599,33.5,34.25,32.0,33.0,-2.4,94271
2025-11-24,6770,217048963,7144736305,33.7,34.3,32.0,32.1,-0.9,86059
2025-11-25,6770,174398006,5845118958,33.6,34.2,33.0,33.3,1.2,63003
2025-11-26,6770,230260670,7396142479,33.75,33.75,31.0,31.65,-1.65,88076
2025-11-27,6770,136640285,4471622853,32.25,33.3,32.25,33.15,1.5,49089
2025-11-28,6770,208217839,7088542469,33.3,34.9,32.8,34.1,0.95,79891
2025-12-01,6770,164700403,5610829266,34.5,35.0,33.1,34.0,-0.1,62381
2025-12-02,6770,214310269,7136954829,34.4,34.5,32.75,32.8,-1.2,80452
2025-12-03,6770,123097768,4023003095,33.0,33.35,32.05,32.1,-0.7,49036
2025-12-04,6770,101699922,3255897042,32.2,32.5,31.45,32.3,0.2,40965
2025-12-05,6770,109410515,3552698031,32.15,33.1,31.7,32.9,0.6,40664
2025-12-08,6770,251293364,8558650091,33.35,34.75,33.25,34.15,1.25,92730
2025-12-09,6770,261044778,9102288471,34.65,35.5,34.3,35.3,1.15,94430
2025-12-10,6770,259847330,9189649286,35.8,36.5,34.2,34.7,-0.6,105547
2025-12-11,6770,149124741,5137358383,35.2,35.5,33.8,33.8,-0.9,61747
2025-12-12,6770,222708400,7811461742,34.0,35.8,34.0,35.1,1.3,74678
2025-12-15,6770,127423185,4359049667,34.3,35.25,33.1,34.95,-0.15,58276
2025-12-16,6770,123835171,4200307050,34.7,34.7,33.2,33.8,-1.15,49964
2025-12-17,6770,156274375,5360214709,34.1,35.0,33.3,34.8,1.0,53503
2025-12-18,6770,221716222,7856328166,34.75,35.9,34.7,35.5,0.7,77428
2025-12-19,6770,336341381,12244691460,36.65,37.35,35.2,36.8,1.3,119988
2025-12-22,6770,477376736,19106166131,38.8,40.45,38.75,40.45,3.65,139745
2025-12-23,6770,539300263,21654439976,41.95,42.2,38.8,39.0,-1.45,196543
2025-12-24,6770,261731116,10404088731,39.35,40.4,38.5,40.4,1.4,115770
2025-12-26,6770,314496918,12830700187,41.55,42.2,40.0,40.05,-0.35,133600
2025-12-29,6770,155446006,6199430817,40.45,40.65,39.2,39.65,-0.4,68969
2025-12-30,6770,210185132,8472421113,39.7,41.1,39.5,40.25,0.6,80590
2025-12-31,6770,194157015,7811888886,40.8,41.3,39.55,39.55,-0.7,79367
2026-01-02,6770,352857727,14600797303,39.85,42.2,39.3,42.1,2.55,143256
2026-01-05,6770,389177520,16982869096,43.6,44.7,42.6,43.45,1.35,162842
2026-01-06,6770,447327296,20651597478,43.5,47.75,43.1,47.75,4.3,158573
2026-01-07,6770,535325591,26366005461,50.0,50.5,48.0,49.2,1.45,193370
2026-01-08,6770,310713584,15123136359,48.6,50.2,47.3,49.65,0.45,135166
2026-01-09,6770,101242544,4797409139,48.0,49.45,44.7,47.5,-2.15,48802
2026-01-12,6770,70940203,3501551086,49.0,50.0,48.0,49.8,2.3,35399
2026-01-13,6770,73960843,3694033534,51.0,51.0,48.0,50.7,0.9,37932
2026-01-14,6770,46510142,2356682999,50.7,51.3,50.1,50.6,-0.1,25536
2026-01-15,6770,54236143,2754839748,51.0,51.3,49.85,51.3,0.7,27586
2026-01-16,6770,110873464,6150891874,53.0,56.4,52.5,56.4,5.1,55696
2026-01-19,6770,24159520,1497890240,62.0,62.0,62.0,62.0,5.6,14669
2026-01-20,6770,195267350,12614580821,58.5,68.2,58.5,68.2,6.2,93637
2026-01-21,6770,182416278,11785933766,67.0,68.5,61.6,62.6,-5.6,111195
2026-01-22,6770,102573491,6612258542,66.1,66.2,62.7,63.6,1.0,58367
2026-01-23,6770,335348044,20233892160,64.8,64.8,58.2,58.5,-5.1,186038
2026-01-26,6770,316571827,19337558827,58.5,63.7,58.5,60.6,2.1,156003
2026-01-27,6770,265557670,15870136205,60.6,62.1,57.7,59.5,-1.1,142448
2026-01-28,6770,361651007,23172906909,61.7,65.4,61.7,65.4,5.9,164702
2026-01-29,6770,592076349,39308851555,67.0,69.5,63.3,65.1,-0.3,289723
2026-01-30,6770,502280824,34235112918,65.1,70.7,65.1,69.5,4.4,242627
2026-02-02,6770,282567486,18090031239,66.3,66.9,62.6,62.6,-6.9,154717
2026-02-03,6770,308535252,19473377777,66.0,67.4,57.9,59.7,-2.9,187367
2026-02-04,6770,223557376,14277796314,60.0,65.6,59.9,65.6,5.9,108409
2026-02-05,6770,203499311,12833802258,63.0,64.7,61.5,62.8,-2.8,126313
2026-02-06,6770,340736299,21640886801,62.7,66.3,60.0,63.5,0.7,148410
2026-02-09,6770,294168948,19491941455,67.8,68.5,63.7,63.8,0.3,144063
2026-02-10,6770,192703938,12354135705,64.3,65.9,62.6,64.3,0.5,113471
2026-02-11,6770,214396111,13735457320,63.0,65.5,62.8,63.1,-1.2,111472
2026-02-23,6770,257714887,17388897236,65.8,68.9,65.3,67.0,3.9,122154
2026-02-24,6770,337047858,23977646265,67.9,73.7,66.1,73.7,6.7,183024
2026-02-25,6770,487502723,36519111235,74.7,77.0,72.6,76.8,3.1,237890
2026-02-26,6770,322304137,24760862793,76.8,78.9,75.4,76.7,-0.1,177913
2026-03-02,6770,248095174,18655368511,71.4,77.8,71.4,74.8,-1.9,140939
2026-03-03,6770,373534446,26473655864,76.2,77.0,67.4,68.2,-6.6,195813
2026-03-04,6770,210778981,13243164856,63.2,65.4,61.4,61.4,-6.8,121741
2026-03-05,6770,211842643,13880330602,66.4,67.4,63.4,64.4,3.0,99973
2026-03-06,6770,144135138,9331162927,63.9,66.3,63.3,64.3,-0.1,70318
2026-03-09,6770,135415285,7913316948,58.0,59.4,57.9,59.4,-4.9,72134
2026-03-10,6770,140297005,8807377285,63.8,64.2,60.5,62.2,2.8,70347
2026-03-11,6770,169992993,11260615975,64.0,67.5,63.5,66.3,4.1,85412
2026-03-12,6770,171086491,11084539116,66.6,66.8,63.1,63.1,-3.2,94057
2026-03-13,6770,135963192,8658930507,62.0,64.8,61.9,64.3,1.2,64357
2026-03-16,6770,254597003,16861362714,65.7,67.4,65.1,65.2,0.9,116289
2026-03-17,6770,393355372,27602708209,67.1,71.7,66.8,71.7,6.5,184427
2026-03-18,6770,404267429,29615113787,76.0,76.2,70.7,71.9,0.2,203925
2026-03-19,6770,513362980,38154676481,70.1,77.8,68.6,75.0,3.1,254005
2026-03-20,6770,529033042,39714524139,77.1,78.0,71.7,75.5,0.5,257730
2026-03-23,6770,243486481,17144692269,71.0,72.3,68.6,69.1,-6.4,129519
2026-03-24,6770,369690172,24062444165,71.3,71.4,62.5,62.7,-6.4,190714
2026-03-25,6770,278832681,17913554201,64.1,66.2,62.1,65.0,2.3,135508
2026-03-26,6770,289190595,18722999356,65.3,67.5,62.8,62.8,-2.2,139041
2026-03-27,6770,222663654,13111299759,60.5,61.2,57.1,59.2,-3.6,116935
2026-03-30,6770,206031533,12036947599,57.5,60.1,57.0,58.1,-1.1,92222
2026-03-31,6770,207091698,11133975327,55.0,55.7,52.4,53.1,-5.0,101838
2026-04-01,6770,148151777,8189291339,57.0,57.0,54.3,54.9,1.8,69845
2026-04-02,6770,155762985,8583324534,56.5,57.2,53.5,53.5,-1.4,71453
2026-04-07,6770,96302858,5188336913,55.0,55.4,52.7,54.0,0.5,45782
2026-04-08,6770,115253686,6587324289,55.9,57.9,55.8,57.6,3.6,55248
2026-04-09,6770,134072246,7410548999,58.0,58.0,53.8,54.0,-3.6,75938
2026-04-10,6770,134034940,7441143064,54.9,57.0,54.1,55.4,1.4,63426
2026-04-13,6770,101937555,5540699532,55.4,55.5,53.6,54.5,-0.9,50032
2026-04-14,6770,109787192,6058801324,55.5,56.4,54.5,54.6,0.1,53467
2026-04-15,6770,101747295,5525946765,55.8,56.2,53.1,53.2,-1.4,59308
2026-04-16,6770,85975346,4610142632,53.3,54.3,52.4,54.0,0.8,40511
2026-04-17,6770,87074889,4615898597,53.6,54.3,52.5,52.6,-1.4,49736
2026-04-20,6770,99368654,5140319961,52.7,52.9,51.0,51.4,-1.2,52244
2026-04-21,6770,109355837,5873442096,52.5,54.3,52.5,54.0,2.6,58916
2026-04-22,6770,219996918,12487682292,56.0,58.5,54.9,57.0,3.0,111773
2026-04-23,6770,209440294,11582286606,58.9,59.1,52.0,52.9,-4.1,103200
2026-04-24,6770,81283272,4290080964,53.8,53.8,51.6,52.9,0.0,44224
2026-04-27,6770,145171547,7945503573,53.3,56.2,53.0,54.5,1.6,70124
2026-04-28,6770,101666278,5597284540,55.2,55.7,54.2,55.0,0.5,48496
2026-04-29,6770,63666631,3442720163,54.8,55.2,53.5,53.5,-1.5,33947
2026-04-30,6770,94428431,4962186525,53.9,54.0,51.8,51.9,-1.6,46151
2026-05-04,6770,97020345,5127217650,52.7,53.5,51.6,53.1,1.2,39746
2026-05-05,6770,106346121,5803426045,53.4,55.5,52.9,55.4,2.3,48766
2026-05-06,6770,255770836,14850739320,58.8,59.8,56.3,58.1,2.7,110727
2026-05-07,6770,312338758,19487014085,60.5,63.9,58.0,63.9,5.8,101921
2026-05-08,6770,442180347,28155548511,65.0,66.5,60.1,61.4,-2.5,205130
2026-05-11,6770,283121477,18090492483,64.9,66.0,62.5,62.5,1.1,128901
2026-05-12,6770,170376997,10526798921,63.0,63.3,60.4,62.1,-0.4,85782
2026-05-13,6770,118112300,7058252403,60.7,60.8,59.0,60.5,-1.6,60093
2026-05-14,6770,196451270,12220164175,61.8,63.4,60.8,62.2,1.7,90025
2026-05-15,6770,356822147,22974440367,63.0,67.0,62.3,62.8,0.6,159558
2026-05-18,6770,127532182,7784989880,62.0,63.1,59.2,62.0,-0.8,67868
2026-05-19,6770,143820864,8600136823,61.5,62.3,58.1,58.5,-3.5,77683
2026-05-20,6770,84341651,4872619629,58.7,59.4,56.6,57.8,-0.7,44609
2026-05-21,6770,96108084,5746493289,59.3,61.2,58.9,59.1,1.3,50064
2026-05-22,6770,218295235,13789563114,60.3,64.8,60.2,63.8,4.7,103426
2026-05-25,6770,321963402,21299840468,65.0,68.2,62.3,67.6,3.8,151078
2026-05-26,6770,354361201,25203786720,69.9,73.6,68.0,70.8,3.2,172588
2026-05-27,6770,414941224,31098396635,75.9,77.0,72.6,74.8,4.0,197452
2026-05-28,6770,742969935,59225840118,75.6,82.2,73.5,80.7,5.9,309046
2026-05-29,6770,829646406,70112295081,85.4,88.7,78.8,88.7,8.0,353091
2026-06-01,6770,770941542,69440101937,93.2,94.5,87.0,87.0,-1.7,396507
2026-06-02,6770,106203381,9099598551,87.0,88.6,83.7,85.9,-1.1,69090
2026-06-03,6770,64659229,5519856322,88.0,88.0,84.1,84.6,-1.3,46550
2026-06-04,6770,73514423,5999401793,82.9,83.4,80.2,81.0,-3.6,52950
2026-06-05,6770,112133197,8336799434,77.0,77.0,73.0,74.6,-6.4,70311
2026-06-08,6770,104480847,7050617547,67.2,68.3,67.2,67.5,-7.1,62995
2026-06-09,6770,57680845,4080403422,70.4,71.5,69.9,71.5,4.0,34074
2026-06-10,6770,132801225,8743372819,67.0,67.8,64.4,64.4,-7.1,93226
2026-06-11,6770,70706900,4492407743,62.6,65.1,62.1,64.4,0.0,36395
2026-06-12,6770,65105100,4400629633,68.0,68.0,67.0,67.2,2.8,36815
2026-06-15,6770,87139878,6278059076,69.6,73.9,69.6,73.3,6.1,53135
2026-06-16,6770,291491338,21658016429,75.0,77.6,71.0,71.0,-2.3,153808
2026-06-17,6770,187705638,13271623036,70.1,72.5,69.4,70.2,-0.8,106988
2026-06-18,6770,245700060,17947697838,71.5,75.3,70.7,74.2,4.0,123782
2026-06-22,6770,133236652,10776448747,79.5,81.6,78.5,81.6,7.4,61846
2026-06-23,6770,504938034,41433242859,82.8,86.1,78.3,78.6,-3.0,240231
2026-06-24,6770,476043030,39341921758,78.0,85.7,77.2,85.7,7.1,225273
2026-06-25,6770,479667659,40969065659,89.3,89.3,82.8,83.2,-2.5,243473
2026-06-26,6770,332913359,27239977569,83.2,85.2,78.1,78.3,-4.9,177267
2026-06-29,6770,220163758,17540081599,79.9,82.3,77.6,78.9,0.6,109218
2026-06-30,6770,197058093,15622246503,79.9,80.4,77.8,79.7,0.8,98515
2026-07-01,6770,264774867,20077012345,80.2,80.5,72.7,74.3,-5.4,144123
2026-07-02,6770,155504558,11443165955,70.4,75.8,70.3,74.7,0.4,72557
2026-07-03,6770,101737426,7520216005,73.3,75.1,72.1,73.4,-1.3,57505
2026-07-06,6770,153798168,11454973670,74.2,77.4,72.5,72.6,-0.8,82394
2026-07-07,6770,159826000,11505233800,73.0,74.3,69.7,70.1,-2.5,63595
